n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,mse,mae,rmse,r2,explained_variance_score,max_error,mean_absolute_percentage_error,mean_squared_log_error,mean_squared_log_error(squared=False),test_score,train_score
50,5,20,2,log2,127611943.93244351,8741.548761482154,11296.545663717006,0.747511240070659,0.7475114895384489,50182.60192361168,0.9342566256666315,0.5161086717932374,0.7184070376835386,0.747511240070659,0.7466645625661574
50,5,20,10,sqrt,127611646.29786578,8741.553120825729,11296.53249001063,0.7475118289605633,0.7475120795658469,50182.60192361168,0.9342606088011014,0.5161112624679778,0.7184088407501523,0.7475118289605633,0.7466638894581943
50,5,20,10,log2,127611646.29786578,8741.553120825729,11296.53249001063,0.7475118289605633,0.7475120795658469,50182.60192361168,0.9342606088011014,0.5161112624679778,0.7184088407501523,0.7475118289605633,0.7466638894581943
50,10,2,1,sqrt,34149358.67810305,4179.113528541429,5843.745261226148,0.9324332115058047,0.932433266045008,40413.772577405565,0.4165654902535016,0.177274669152098,0.42103998521767266,0.9324332115058047,0.9324708718676514
50,10,2,1,log2,34149358.67810305,4179.113528541429,5843.745261226148,0.9324332115058047,0.932433266045008,40413.772577405565,0.4165654902535016,0.177274669152098,0.42103998521767266,0.9324332115058047,0.9324708718676514
50,10,2,2,sqrt,40778929.21648766,4641.143096659577,6385.838176503353,0.9193161631126938,0.9193162321449648,42066.73439749959,0.4667684865901143,0.2098116351389879,0.4580520004748237,0.9193161631126938,0.9194055842758416
50,10,2,2,log2,40778929.21648766,4641.143096659577,6385.838176503353,0.9193161631126938,0.9193162321449648,42066.73439749959,0.4667684865901143,0.2098116351389879,0.4580520004748237,0.9193161631126938,0.9194055842758416
50,10,2,10,sqrt,33908873.43436534,4152.924315246119,5823.132613496394,0.9329090276332104,0.9329093251393036,40641.7074860327,0.420037742758865,0.18057181575462136,0.42493742569303233,0.9329090276332104,0.9327433494717211
50,10,2,10,log2,33908873.43436534,4152.924315246119,5823.132613496394,0.9329090276332104,0.9329093251393036,40641.7074860327,0.420037742758865,0.18057181575462136,0.42493742569303233,0.9329090276332104,0.9327433494717211
50,10,5,1,sqrt,35644924.977245644,4285.078760982868,5970.337090755064,0.9294741336277769,0.9294741592244007,40498.87754622924,0.4300134341148418,0.18685013384694,0.4322616497527163,0.9294741336277769,0.9297712537773286
50,10,5,1,log2,35644924.977245644,4285.078760982868,5970.337090755064,0.9294741336277769,0.9294741592244007,40498.87754622924,0.4300134341148418,0.18685013384694,0.4322616497527163,0.9294741336277769,0.9297712537773286
50,10,5,2,sqrt,35646154.38245068,4296.776036725463,5970.440049313843,0.9294717011674122,0.9294717591384717,40291.62920648286,0.4318134230433118,0.1875006223052948,0.43301342046788205,0.9294717011674122,0.9296239088029227
50,10,5,2,log2,35646154.38245068,4296.776036725463,5970.440049313843,0.9294717011674122,0.9294717591384717,40291.62920648286,0.4318134230433118,0.1875006223052948,0.43301342046788205,0.9294717011674122,0.9296239088029227
50,10,5,10,sqrt,33908873.43436534,4152.924315246119,5823.132613496394,0.9329090276332104,0.9329093251393036,40641.7074860327,0.420037742758865,0.18057181575462136,0.42493742569303233,0.9329090276332104,0.9327433494717211
50,10,5,10,log2,33908873.43436534,4152.924315246119,5823.132613496394,0.9329090276332104,0.9329093251393036,40641.7074860327,0.420037742758865,0.18057181575462136,0.42493742569303233,0.9329090276332104,0.9327433494717211
50,10,20,1,sqrt,41643808.15918877,4681.337729557865,6453.201388395435,0.9176049423209534,0.9176050358291558,41004.92838547927,0.47225684462129214,0.21258561156338804,0.4610700722920411,0.9176049423209534,0.917489053526515
50,10,20,1,log2,41643808.15918877,4681.337729557865,6453.201388395435,0.9176049423209534,0.9176050358291558,41004.92838547927,0.47225684462129214,0.21258561156338804,0.4610700722920411,0.9176049423209534,0.917489053526515
50,10,20,2,sqrt,40633896.31588998,4619.868787533509,6374.472238224116,0.9196031203997033,0.9196032059306772,41073.16314863573,0.46917164487935153,0.212059315916331,0.46049898579294507,0.9196031203997033,0.919371482356838
50,10,20,2,log2,40633896.31588998,4619.868787533509,6374.472238224116,0.9196031203997033,0.9196032059306772,41073.16314863573,0.46917164487935153,0.212059315916331,0.46049898579294507,0.9196031203997033,0.919371482356838
50,10,20,10,sqrt,33908873.43436534,4152.924315246119,5823.132613496394,0.9329090276332104,0.9329093251393036,40641.7074860327,0.420037742758865,0.18057181575462136,0.42493742569303233,0.9329090276332104,0.9327433494717211
50,10,20,10,log2,33908873.43436534,4152.924315246119,5823.132613496394,0.9329090276332104,0.9329093251393036,40641.7074860327,0.420037742758865,0.18057181575462136,0.42493742569303233,0.9329090276332104,0.9327433494717211
50,20,2,1,sqrt,7166327.1968283495,1424.8067240807775,2676.9996632103544,0.9858209426843855,0.9858209456914063,30411.7620728907,0.11537608602496487,0.027996760184355513,0.16732232422589496,0.9858209426843855,0.992217190039786
50,20,2,1,log2,7166327.1968283495,1424.8067240807775,2676.9996632103544,0.9858209426843855,0.9858209456914063,30411.7620728907,0.11537608602496487,0.027996760184355513,0.16732232422589496,0.9858209426843855,0.992217190039786
50,20,2,2,sqrt,7526473.957776808,1517.3006049803273,2743.4419909625954,0.9851083682476809,0.9851084128073518,31571.637528797684,0.12954378807991346,0.03232056639736779,0.17977921569905625,0.9851083682476809,0.9893784000375707
50,20,2,2,log2,7526473.957776808,1517.3006049803273,2743.4419909625954,0.9851083682476809,0.9851084128073518,31571.637528797684,0.12954378807991346,0.03232056639736779,0.17977921569905625,0.9851083682476809,0.9893784000375707
50,20,2,10,sqrt,9632140.389226273,1825.275987362048,3103.568976070336,0.9809421664822492,0.9809421751785079,34384.20363656954,0.16430143694239982,0.044818344821825964,0.21170343601799657,0.9809421664822492,0.9824923720595361
50,20,2,10,log2,9632140.389226273,1825.275987362048,3103.568976070336,0.9809421664822492,0.9809421751785079,34384.20363656954,0.16430143694239982,0.044818344821825964,0.21170343601799657,0.9809421664822492,0.9824923720595361
50,20,5,1,sqrt,7202039.332597525,1481.0056729202374,2683.6615532882543,0.9857502838369695,0.9857503447926236,31457.674660718003,0.1214207357513007,0.029855981290814713,0.17278883439277756,0.9857502838369695,0.9905917842510562
50,20,5,1,log2,7202039.332597525,1481.0056729202374,2683.6615532882543,0.9857502838369695,0.9857503447926236,31457.674660718003,0.1214207357513007,0.029855981290814713,0.17278883439277756,0.9857502838369695,0.9905917842510562
50,20,5,2,sqrt,8032568.453096301,1620.8897893393753,2834.1786205347576,0.9841070264642038,0.9841070341304311,31171.976510049266,0.142797117896199,0.03751988131373833,0.19370049383968627,0.9841070264642038,0.9882414071594412
50,20,5,2,log2,8032568.453096301,1620.8897893393753,2834.1786205347576,0.9841070264642038,0.9841070341304311,31171.976510049266,0.142797117896199,0.03751988131373833,0.19370049383968627,0.9841070264642038,0.9882414071594412
50,20,5,10,sqrt,9632140.389226273,1825.275987362048,3103.568976070336,0.9809421664822492,0.9809421751785079,34384.20363656954,0.16430143694239982,0.044818344821825964,0.21170343601799657,0.9809421664822492,0.9824923720595361
50,20,5,10,log2,9632140.389226273,1825.275987362048,3103.568976070336,0.9809421664822492,0.9809421751785079,34384.20363656954,0.16430143694239982,0.044818344821825964,0.21170343601799657,0.9809421664822492,0.9824923720595361
50,20,20,1,sqrt,7970243.569456668,1614.5067810736336,2823.1619807330694,0.9842303404119268,0.9842303419968954,33152.207692969845,0.14327894758055257,0.037069059918008365,0.1925332696393233,0.9842303404119268,0.9866547799614831
50,20,20,1,log2,7970243.569456668,1614.5067810736336,2823.1619807330694,0.9842303404119268,0.9842303419968954,33152.207692969845,0.14327894758055257,0.037069059918008365,0.1925332696393233,0.9842303404119268,0.9866547799614831
50,20,20,2,sqrt,8152777.235114254,1649.0538345494024,2855.306854808123,0.9838691853549076,0.9838692175081879,32166.66556159733,0.14484099717225776,0.0374372825445553,0.19348716377205827,0.9838691853549076,0.9861581469559612
50,20,20,2,log2,8152777.235114254,1649.0538345494024,2855.306854808123,0.9838691853549076,0.9838692175081879,32166.66556159733,0.14484099717225776,0.0374372825445553,0.19348716377205827,0.9838691853549076,0.9861581469559612
50,20,20,10,sqrt,9632140.389226273,1825.275987362048,3103.568976070336,0.9809421664822492,0.9809421751785079,34384.20363656954,0.16430143694239982,0.044818344821825964,0.21170343601799657,0.9809421664822492,0.9824923720595361
50,20,20,10,log2,9632140.389226273,1825.275987362048,3103.568976070336,0.9809421664822492,0.9809421751785079,34384.20363656954,0.16430143694239982,0.044818344821825964,0.21170343601799657,0.9809421664822492,0.9824923720595361
100,,2,1,sqrt,6237461.062492834,1046.2908381398433,2497.4909534356343,0.9876587664113158,0.9876588288352318,30787.61,0.07324819272860617,0.01856619705460542,0.1362578330027504,0.9876587664113158,0.9982179983169076
100,,2,1,log2,6237461.062492834,1046.2908381398433,2497.4909534356343,0.9876587664113158,0.9876588288352318,30787.61,0.07324819272860617,0.01856619705460542,0.1362578330027504,0.9876587664113158,0.9982179983169076
100,,2,2,sqrt,6030675.732243729,1161.2499012687435,2455.7434174285654,0.9880679050075729,0.9880679054773955,30390.223138610556,0.08951561572105456,0.0209274109744834,0.14466309472178246,0.9880679050075729,0.9941348067170941
100,,2,2,log2,6030675.732243729,1161.2499012687435,2455.7434174285654,0.9880679050075729,0.9880679054773955,30390.223138610556,0.08951561572105456,0.0209274109744834,0.14466309472178246,0.9880679050075729,0.9941348067170941
100,,2,10,sqrt,8199724.873536036,1614.918231476103,2863.5161730879113,0.9837762963145762,0.983776313439819,32245.868374200203,0.14475829630600454,0.03737750532803115,0.19333262872063564,0.9837762963145762,0.9854613111358964
100,,2,10,log2,8199724.873536036,1614.918231476103,2863.5161730879113,0.9837762963145762,0.983776313439819,32245.868374200203,0.14475829630600454,0.03737750532803115,0.19333262872063564,0.9837762963145762,0.9854613111358964
100,,5,1,sqrt,5813660.335685043,1065.122581175285,2411.15332065073,0.9884972844737433,0.9884976158235368,31402.69032142857,0.07746096914614767,0.018618617877375926,0.13645005634801302,0.9884972844737433,0.9957236454156105
100,,5,1,log2,5813660.335685043,1065.122581175285,2411.15332065073,0.9884972844737433,0.9884976158235368,31402.69032142857,0.07746096914614767,0.018618617877375926,0.13645005634801302,0.9884972844737433,0.9957236454156105
100,,5,2,sqrt,5950292.822026988,1149.4704377870692,2439.3222054552343,0.9882269479677749,0.9882269542008848,29920.337584316097,0.08840076548107989,0.020637701417474136,0.14365828001710912,0.9882269479677749,0.9938520613594529
100,,5,2,log2,5950292.822026988,1149.4704377870692,2439.3222054552343,0.9882269479677749,0.9882269542008848,29920.337584316097,0.08840076548107989,0.020637701417474136,0.14365828001710912,0.9882269479677749,0.9938520613594529
100,,5,10,sqrt,8199724.873536036,1614.918231476103,2863.5161730879113,0.9837762963145762,0.983776313439819,32245.868374200203,0.14475829630600454,0.03737750532803115,0.19333262872063564,0.9837762963145762,0.9854613111358964
100,,5,10,log2,8199724.873536036,1614.918231476103,2863.5161730879113,0.9837762963145762,0.983776313439819,32245.868374200203,0.14475829630600454,0.03737750532803115,0.19333262872063564,0.9837762963145762,0.9854613111358964
100,,20,1,sqrt,6360101.516592057,1307.8071564444438,2521.9241694769607,0.9874161140762876,0.987416254772911,29602.27538353415,0.11256694333211537,0.02703550046506865,0.16442475624147554,0.9874161140762876,0.9903909569689202
