n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,mse,mae,rmse,r2,test_score,train_score
100,,5,2,sqrt,7529454.019903023,1246.7247980113054,2743.9850618950213,0.985374696232052,0.985374696232052,0.9922817568321038
100,,5,2,log2,7567611.853444521,1259.4973404316443,2750.9292708909334,0.9853005779885251,0.9853005779885251,0.9921533378596865
100,,5,10,sqrt,9713643.298229557,1628.9658280609176,3116.6718303712305,0.9811321002087838,0.9811321002087838,0.9829222107107116
100,,5,10,log2,9954940.209521575,1672.0661048979287,3155.145037794867,0.9806634021309969,0.9806634021309969,0.9824002842082008
100,,20,1,sqrt,7859324.288636351,1362.974186591811,2803.448642054345,0.9847339521792313,0.9847339521792313,0.9883549513865649
100,,20,1,log2,7912454.691094316,1379.9530201220823,2812.908582072001,0.9846307510343398,0.9846307510343398,0.9881938536018487
100,,20,2,sqrt,8035101.197825455,1393.197998920295,2834.625406967463,0.984392520956531,0.984392520956531,0.987678002506174
100,,20,2,log2,8208847.199781518,1421.6252751541442,2865.1085842916177,0.9840550345929304,0.9840550345929304,0.9873246613735436
100,,20,10,sqrt,9713643.298229557,1628.9658280609176,3116.6718303712305,0.9811321002087838,0.9811321002087838,0.9829222107107116
100,,20,10,log2,9954940.209521575,1672.0661048979287,3155.145037794867,0.9806634021309969,0.9806634021309969,0.9824002842082008
100,5,2,1,sqrt,45339587.11619712,4739.840213468781,6733.4676888062,0.9119318303113475,0.9119318303113475,0.9117715412175877
100,5,2,1,log2,67294211.01799329,6120.780104549196,8203.304883886329,0.8692868997724188,0.8692868997724188,0.8691251997108684
100,5,2,2,sqrt,45339878.670454584,4739.893600016827,6733.489338408028,0.9119312639927846,0.9119312639927846,0.9117706845747161
100,5,2,2,log2,67294772.89375706,6120.782301353165,8203.339130729453,0.869285808378049,0.869285808378049,0.8691242072613868
100,5,2,10,sqrt,44760300.78585445,4703.956185932005,6690.313952712118,0.9130570431790384,0.9130570431790384,0.9128934657769981
100,5,2,10,log2,67329034.8547291,6122.858009113093,8205.42715857798,0.8692192575251482,0.8692192575251482,0.8690567284487355
100,5,5,1,sqrt,45339877.7804081,4739.89258201529,6733.489272316999,0.9119312657216218,0.9119312657216218,0.9117706928687676
100,5,5,1,log2,67294213.61344525,6120.780127371499,8203.305042081834,0.8692868947309811,0.8692868947309811,0.8691251983442168
100,5,5,2,sqrt,45339878.670454584,4739.893600016827,6733.489338408028,0.9119312639927846,0.9119312639927846,0.9117706845747161
100,5,5,2,log2,67294772.89375706,6120.782301353165,8203.339130729453,0.869285808378049,0.869285808378049,0.8691242072613868
100,5,5,10,sqrt,44760300.78585445,4703.956185932005,6690.313952712118,0.9130570431790384,0.9130570431790384,0.9128934657769981
100,5,5,10,log2,67329034.8547291,6122.858009113093,8205.42715857798,0.8692192575251482,0.8692192575251482,0.8690567284487355
100,5,20,1,sqrt,44758634.257920854,4703.867990815901,6690.189403740439,0.9130602802633212,0.9130602802633212,0.9128986931744679
100,5,20,1,log2,67289950.72559014,6120.306896223808,8203.045210505068,0.869295175016596,0.869295175016596,0.8691334203821331
100,5,20,2,sqrt,44758637.479651675,4703.868570027721,6690.189644520675,0.9130602740053918,0.9130602740053918,0.9128986891182013
100,5,20,2,log2,67290396.26623824,6120.300343561087,8203.072367487577,0.8692943095929807,0.8692943095929807,0.8691324801852962
100,5,20,10,sqrt,44760300.78585445,4703.956185932005,6690.313952712118,0.9130570431790384,0.9130570431790384,0.9128934657769981
100,5,20,10,log2,67329034.8547291,6122.858009113093,8205.42715857798,0.8692192575251482,0.8692192575251482,0.8690567284487355
100,10,2,1,sqrt,22524305.65895566,2846.4698057241026,4745.9778401247995,0.9562485126340434,0.9562485126340434,0.9564901575399793
100,10,2,1,log2,25164104.564219933,3166.7721591397267,5016.383614140762,0.9511209348875386,0.9511209348875386,0.951252972329859
100,10,2,2,sqrt,22786241.227537736,2869.942561852678,4773.493608201203,0.9557397257753926,0.9557397257753926,0.9559290842558037
100,10,2,2,log2,24512528.1072915,3083.136787995256,4951.012836510476,0.9523865649830849,0.9523865649830849,0.9525383826213423
100,10,2,10,sqrt,23075891.302373998,2915.6610176812214,4803.737222452327,0.9551771059201293,0.9551771059201293,0.9552621297595002
100,10,2,10,log2,24407271.33444259,3076.5794351921645,4940.371578580157,0.9525910170286754,0.9525910170286754,0.9526283680874552
100,10,5,1,sqrt,22501631.438495,2850.043648880349,4743.588455852278,0.9562925553177576,0.9562925553177576,0.9565085237211745
100,10,5,1,log2,24591042.49473867,3079.8320971582298,4958.935621152857,0.9522340576746487,0.9522340576746487,0.9524494417177857
100,10,5,2,sqrt,22435820.10789402,2834.8198154461297,4736.646504426314,0.9564203880528892,0.9564203880528892,0.9566038810204573
100,10,5,2,log2,24787702.035197206,3109.4407363223913,4978.724940704919,0.9518520637730367,0.9518520637730367,0.9520973132466981
100,10,5,10,sqrt,23075891.302373998,2915.6610176812214,4803.737222452327,0.9551771059201293,0.9551771059201293,0.9552621297595002
100,10,5,10,log2,24407271.33444259,3076.5794351921645,4940.371578580157,0.9525910170286754,0.9525910170286754,0.9526283680874552
100,10,20,1,sqrt,22964693.23459741,2927.023261657299,4792.1491248287975,0.9553930984098028,0.9553930984098028,0.9554804723634227
100,10,20,1,log2,24103249.320571963,3005.257274844625,4909.50601594213,0.9531815531144591,0.9531815531144591,0.9533136104174734
100,10,20,2,sqrt,23142912.33955361,2953.1358579131984,4810.708091284859,0.9550469234361133,0.9550469234361133,0.9551912455015446
100,10,20,2,log2,23818450.629713237,2979.1903822690592,4880.415005889688,0.9537347495820266,0.9537347495820266,0.9538745144663708
100,10,20,10,sqrt,23075891.302373998,2915.6610176812214,4803.737222452327,0.9551771059201293,0.9551771059201293,0.9552621297595002
100,10,20,10,log2,24407271.33444259,3076.5794351921645,4940.371578580157,0.9525910170286754,0.9525910170286754,0.9526283680874552
100,20,2,1,sqrt,8663851.352429733,1463.3136864136968,2943.442092589853,0.9831712289503742,0.9831712289503742,0.9907149109901962
100,20,2,1,log2,8872835.61496853,1498.320395225349,2978.730537488836,0.9827652953575439,0.9827652953575439,0.9900583081528359
100,20,2,2,sqrt,8855429.470457831,1510.7179214696573,2975.807364474023,0.9827991052659681,0.9827991052659681,0.9876963540928636
100,20,2,2,log2,9190771.14655454,1557.5990153198627,3031.628464465021,0.9821477334844282,0.9821477334844282,0.9868251902275255
100,20,2,10,sqrt,10869203.415134994,1770.2312549015714,3296.8474964934294,0.9788875260753614,0.9788875260753614,0.9803934096309188
100,20,2,10,log2,11247521.17937489,1813.9545143532664,3353.732425130975,0.9781526770135046,0.9781526770135046,0.9795544896158453
100,20,5,1,sqrt,8567022.54777269,1465.0728356928525,2926.9476503300652,0.9833593104072572,0.9833593104072572,0.989028364373321
100,20,5,1,log2,8827712.38681737,1505.397385161679,2971.146645121605,0.9828529432689271,0.9828529432689271,0.9884361423997094
100,20,5,2,sqrt,8819985.914700434,1505.345391494167,2969.8461095990197,0.9828679512630614,0.9828679512630614,0.9875582729716023
100,20,5,2,log2,9129029.661260376,1554.942372248087,3021.4284140552422,0.9822676609021566,0.9822676609021566,0.9867636947529529
100,20,5,10,sqrt,10869203.415134994,1770.2312549015714,3296.8474964934294,0.9788875260753614,0.9788875260753614,0.9803934096309188
100,20,5,10,log2,11247521.17937489,1813.9545143532664,3353.732425130975,0.9781526770135046,0.9781526770135046,0.9795544896158453
100,20,20,1,sqrt,9124947.153905772,1565.960882835737,3020.752746238224,0.9822755908144767,0.9822755908144767,0.9850921299454998
100,20,20,1,log2,9414085.527362462,1604.5282832580851,3068.238179698972,0.9817139648942443,0.9817139648942443,0.9845174352551298
100,20,20,2,sqrt,9318974.818850778,1589.6977196873336,3052.699595251845,0.9818987091001179,0.9818987091001179,0.9844717394794401
100,20,20,2,log2,9672382.85800291,1635.5139817728627,3110.0454752306937,0.9812122449935609,0.9812122449935609,0.9837834409974414
100,20,20,10,sqrt,10869203.415134994,1770.2312549015714,3296.8474964934294,0.9788875260753614,0.9788875260753614,0.9803934096309188
100,20,20,10,log2,11247521.17937489,1813.9545143532664,3353.732425130975,0.9781526770135046,0.9781526770135046,0.9795544896158453
200,,2,1,sqrt,7969849.437413595,1172.6616739855822,2823.0921765705057,0.9845192667756693,0.9845192667756693,0.997387520306368
200,,2,1,log2,8002245.201978502,1180.2464873891252,2828.8239962886523,0.9844563408455415,0.9844563408455415,0.9973744860930776
200,,2,2,sqrt,7513171.607238876,1239.878543782801,2741.01652808568,0.9854063233899653,0.9854063233899653,0.9926991136619042
200,,2,2,log2,7576957.2404760765,1256.3850354448928,2752.627334107557,0.9852824253942196,0.9852824253942196,0.9925551888602498
200,,2,10,sqrt,9680597.213809138,1626.3758717050555,3111.365811634681,0.9811962893281692,0.9811962893281692,0.9829780007977867
200,,2,10,log2,9936725.26215978,1668.5124194527257,3152.2571694199983,0.9806987830679917,0.9806987830679917,0.9824131040530918
200,,5,1,sqrt,7447765.183171789,1190.0649711342123,2729.0593953176963,0.985533369629683,0.985533369629683,0.994279075269954
200,,5,1,log2,7482382.133261954,1195.7390120803097,2735.39432865939,0.9854661292415685,0.9854661292415685,0.9942816816575869
200,,5,2,sqrt,7480625.416932151,1242.1665447121084,2735.07320138459,0.9854695415088975,0.9854695415088975,0.9923285994169375
200,,5,2,log2,7548361.705095738,1258.3621605169346,2747.428198351276,0.9853379697126043,0.9853379697126043,0.9921659971852509
200,,5,10,sqrt,9680597.213809138,1626.3758717050555,3111.365811634681,0.9811962893281692,0.9811962893281692,0.9829780007977867
200,,5,10,log2,9936725.26215978,1668.5124194527257,3152.2571694199983,0.9806987830679917,0.9806987830679917,0.9824131040530918
200,,20,1,sqrt,7784695.168377685,1356.7409525364628,2790.1066589608513,0.9848789126970633,0.9848789126970633,0.9884733177153926
200,,20,1,log2,7891769.728366817,1375.379961228066,2809.2293833659824,0.9846709297594531,0.9846709297594531,0.9882349504202058
200,,20,2,sqrt,8006554.534247996,1390.7073669266154,2829.5855764136195,0.9844479703457267,0.9844479703457267,0.987724403162748
200,,20,2,log2,8155159.777090825,1417.843368148895,2855.724037278607,0.9841593177007486,0.9841593177007486,0.9874249338195182
200,,20,10,sqrt,9680597.213809138,1626.3758717050555,3111.365811634681,0.9811962893281692,0.9811962893281692,0.9829780007977867
200,,20,10,log2,9936725.26215978,1668.5124194527257,3152.2571694199983,0.9806987830679917,0.9806987830679917,0.9824131040530918
200,5,2,1,sqrt,44000023.01892866,4631.838326662933,6633.251315827606,0.914533816031348,0.914533816031348,0.9144096099837207
200,5,2,1,log2,56134620.51672534,5444.982824756185,7492.304085975511,0.8909634251320959,0.8909634251320959,0.8907127967649535
200,5,2,2,sqrt,44000350.866200484,4631.868255320084,6633.276028193044,0.9145331792167891,0.9145331792167891,0.9144092742572749
200,5,2,2,log2,56134839.873151086,5444.981369161302,7492.318724744102,0.8909629990514862,0.8909629990514862,0.8907123154545075
200,5,2,10,sqrt,43558207.416051984,4599.91556939221,6599.864196788596,0.9153920040731913,0.9153920040731913,0.9152536679558928
200,5,2,10,log2,56502350.62854932,5467.4463436368205,7516.804549045381,0.8902491416560523,0.8902491416560523,0.8899757699582963
200,5,5,1,sqrt,44000173.45431616,4631.863736637075,6633.262655308937,0.9145335238238076,0.9145335238238076,0.9144091894390354
200,5,5,1,log2,56134621.79286521,5444.982836167337,7492.30417113889,0.8909634226533063,0.8909634226533063,0.8907127961742114
200,5,5,2,sqrt,44000350.866200484,4631.868255320084,6633.276028193044,0.9145331792167891,0.9145331792167891,0.9144092742572749
200,5,5,2,log2,56134839.873151086,5444.981369161302,7492.318724744102,0.8909629990514862,0.8909629990514862,0.8907123154545075
200,5,5,10,sqrt,43558207.416051984,4599.91556939221,6599.864196788596,0.9153920040731913,0.9153920040731913,0.9152536679558928
200,5,5,10,log2,56502350.62854932,5467.4463436368205,7516.804549045381,0.8902491416560523,0.8902491416560523,0.8899757699582963
200,5,20,1,sqrt,43328218.3492943,4583.710754945423,6582.417363651009,0.9158387376551678,0.9158387376551678,0.9157108113982741
200,5,20,1,log2,56470986.12046189,5465.809035399791,7514.717966794356,0.8903100644609594,0.8903100644609594,0.8900369354726155
200,5,20,2,sqrt,43328221.764696166,4583.7112764355925,6582.417623084711,0.9158387310210494,0.9158387310210494,0.915710804524088
200,5,20,2,log2,56471140.43677849,5465.803433388034,7514.728234392678,0.8903097647150547,0.8903097647150547,0.8900364822685255
200,5,20,10,sqrt,43558207.416051984,4599.91556939221,6599.864196788596,0.9153920040731913,0.9153920040731913,0.9152536679558928
200,5,20,10,log2,56502350.62854932,5467.4463436368205,7516.804549045381,0.8902491416560523,0.8902491416560523,0.8899757699582963
200,10,2,1,sqrt,22382033.446651515,2838.1995061206944,4730.965382102422,0.9565248639228867,0.9565248639228867,0.9567774090048483
200,10,2,1,log2,24498049.087099683,3088.4788108082585,4949.550392419465,0.9524146892093579,0.9524146892093579,0.952525643910834
200,10,2,2,sqrt,22602653.138740327,2860.807969476858,4754.224767376941,0.9560963295290965,0.9560963295290965,0.956294859370283
200,10,2,2,log2,24083222.00521195,3041.8575674440117,4907.465945395032,0.9532204544172657,0.9532204544172657,0.9533508403309332
200,10,2,10,sqrt,22730570.21601579,2875.052378524458,4767.658777221352,0.9558478618304671,0.9558478618304671,0.9559204064338239
200,10,2,10,log2,23757654.728408586,2996.3303265693976,4874.1824676973865,0.9538528402858248,0.9538528402858248,0.9538478294255596
200,10,5,1,sqrt,22346172.711359344,2845.3535239130265,4727.17386091937,0.9565945202546212,0.9565945202546212,0.9568339694520617
200,10,5,1,log2,24013507.45521638,3024.3337420574003,4900.357890523546,0.9533558688135866,0.9533558688135866,0.95357160712429
200,10,5,2,sqrt,22413199.908299133,2835.5642058304666,4734.258115935287,0.9564643258058116,0.9564643258058116,0.9566432740941868
200,10,5,2,log2,24271192.384433363,3047.0096224814893,4926.580191617038,0.9528553384489334,0.9528553384489334,0.9530633492139227
200,10,5,10,sqrt,22730570.21601579,2875.052378524458,4767.658777221352,0.9558478618304671,0.9558478618304671,0.9559204064338239
200,10,5,10,log2,23757654.728408586,2996.3303265693976,4874.1824676973865,0.9538528402858248,0.9538528402858248,0.9538478294255596
200,10,20,1,sqrt,22840276.255226616,2908.1556323757636,4779.150160355564,0.9556347674753657,0.9556347674753657,0.955744131302736
200,10,20,1,log2,23990989.230359245,3012.872048380612,4898.059741403656,0.9533996084895285,0.9533996084895285,0.9535514843203148
200,10,20,2,sqrt,22754121.732654337,2887.294221265737,4770.128062500454,0.9558021150759051,0.9558021150759051,0.9559492707812196
200,10,20,2,log2,23772437.72327539,2996.821857128582,4875.698690780162,0.9538241256154177,0.9538241256154177,0.9539341860832969
200,10,20,10,sqrt,22730570.21601579,2875.052378524458,4767.658777221352,0.9558478618304671,0.9558478618304671,0.9559204064338239
200,10,20,10,log2,23757654.728408586,2996.3303265693976,4874.1824676973865,0.9538528402858248,0.9538528402858248,0.9538478294255596
200,20,2,1,sqrt,8585086.277620904,1453.4598543727561,2930.031787817481,0.9833242231970141,0.9833242231970141,0.9909306472711791
200,20,2,1,log2,8771618.777544135,1480.7420233644373,2961.691877549745,0.9829619001830531,0.9829619001830531,0.9904055913127494
200,20,2,2,sqrt,8739638.005487084,1497.66510017819,2956.2878759496825,0.9830240200266475,0.9830240200266475,0.9879272897918846
200,20,2,2,log2,8972751.302719444,1533.5764893107491,2995.455107779024,0.982571217901107,0.982571217901107,0.9873623011101139
200,20,2,10,sqrt,10701336.378933333,1752.438737324711,3271.2897118618725,0.9792135930638289,0.9792135930638289,0.9807006644687809
200,20,2,10,log2,11047007.175812246,1795.8687808865407,3323.7038339497467,0.9785421578714898,0.9785421578714898,0.9799778402091545
200,20,5,1,sqrt,8501045.211730538,1459.8901521868597,2915.655194245461,0.9834874655933923,0.9834874655933923,0.9891725170194361
200,20,5,1,log2,8637546.993557181,1483.111579788116,2938.9703968494105,0.9832223228594299,0.9832223228594299,0.9888397235836748
200,20,5,2,sqrt,8740212.903874533,1498.6699690646235,2956.3851075045236,0.9830229033369738,0.9830229033369738,0.9877439311155348
200,20,5,2,log2,8995201.159858638,1533.5719532363078,2999.200086666216,0.9825276110234583,0.9825276110234583,0.9870961817426258
200,20,5,10,sqrt,10701336.378933333,1752.438737324711,3271.2897118618725,0.9792135930638289,0.9792135930638289,0.9807006644687809
200,20,5,10,log2,11047007.175812246,1795.8687808865407,3323.7038339497467,0.9785421578714898,0.9785421578714898,0.9799778402091545
200,20,20,1,sqrt,9079366.709767489,1559.8310316400332,3013.1987504589683,0.982364126827797,0.982364126827797,0.9852000266480363
200,20,20,1,log2,9315539.876453517,1593.2302435408108,3052.1369360586555,0.9819053811743284,0.9819053811743284,0.9847184350106994
200,20,20,2,sqrt,9224140.69406242,1579.1120964547092,3037.127046085234,0.9820829160663774,0.9820829160663774,0.9846960735060233
200,20,20,2,log2,9556460.845760716,1622.5204968314783,3091.3525916272824,0.9814374133308603,0.9814374133308603,0.9840292435486256
200,20,20,10,sqrt,10701336.378933333,1752.438737324711,3271.2897118618725,0.9792135930638289,0.9792135930638289,0.9807006644687809
200,20,20,10,log2,11047007.175812246,1795.8687808865407,3323.7038339497467,0.9785421578714898,0.9785421578714898,0.9799778402091545
500,,2,1,sqrt,7952711.062228812,1171.1006887862732,2820.055152338126,0.9845525565656731,0.9845525565656731,0.9974153088673003
500,,2,1,log2,7987750.006254188,1179.5658696660491,2826.260781713922,0.9844844964913669,0.9844844964913669,0.99740315984454
