n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,mse,mae,rmse,r2,test_score,train_score
500,,2,2,sqrt,7493097.048266727,1238.6418893554821,2737.352196606554,0.9854453164593431,0.9854453164593431,0.992726879800733
500,,2,2,log2,7551422.969303277,1252.6275045963037,2747.985256383898,0.9853320234754892,0.9853320234754892,0.9926020889549715
500,,2,10,sqrt,9666918.49326629,1624.743704485849,3109.1668487339643,0.9812228590425957,0.9812228590425957,0.9830276664858255
500,,2,10,log2,9953378.449267669,1669.02808493524,3154.897533877712,0.9806664357132547,0.9806664357132547,0.982400793334522
500,,5,1,sqrt,7421981.602252447,1186.6941993739913,2724.331404629849,0.9855834519732598,0.9855834519732598,0.9943160956447015
500,,5,1,log2,7455072.3828592915,1193.4014902530255,2730.397843329666,0.9855191760354542,0.9855191760354542,0.9943014215896263
500,,5,2,sqrt,7459701.912850014,1241.37025146895,2731.245487474536,0.9855101835796615,0.9855101835796615,0.992354969892454
500,,5,2,log2,7530947.593521012,1257.4130913027304,2744.2572025087247,0.9853717950963514,0.9853717950963514,0.9922050774807248
500,,5,10,sqrt,9666918.49326629,1624.743704485849,3109.1668487339643,0.9812228590425957,0.9812228590425957,0.9830276664858255
500,,5,10,log2,9953378.449267669,1669.02808493524,3154.897533877712,0.9806664357132547,0.9806664357132547,0.982400793334522
500,,20,1,sqrt,7796416.04017373,1358.8043386860886,2792.2063032973997,0.9848561459320377,0.9848561459320377,0.9884312098814003
500,,20,1,log2,7883214.081403944,1376.4052189363554,2807.706195705659,0.9846875483529703,0.9846875483529703,0.9882473016300597
500,,20,2,sqrt,7994591.779306539,1389.5702782780522,2827.4709157313255,0.9844712069475385,0.9844712069475385,0.9877281233564935
500,,20,2,log2,8126652.38763844,1414.1213408128363,2850.7283959785505,0.9842146908034026,0.9842146908034026,0.9874807022155778
500,,20,10,sqrt,9666918.49326629,1624.743704485849,3109.1668487339643,0.9812228590425957,0.9812228590425957,0.9830276664858255
500,,20,10,log2,9953378.449267669,1669.02808493524,3154.897533877712,0.9806664357132547,0.9806664357132547,0.982400793334522
500,5,2,1,sqrt,43669484.99353089,4589.654580366243,6608.289112435297,0.9151758571428976,0.9151758571428976,0.9150524055281046
500,5,2,1,log2,57957410.10567449,5549.648708557953,7612.9764288137985,0.8874228162947266,0.8874228162947266,0.8872363146900469
500,5,2,2,sqrt,43670447.6985664,4589.679765244476,6608.361952750954,0.9151739871728378,0.9151739871728378,0.9150507762421961
500,5,2,2,log2,57952649.56285265,5549.415715179078,7612.6637626295205,0.8874320632314482,0.8874320632314482,0.8872454770980601
500,5,2,10,sqrt,43482833.45905275,4576.885743671989,6594.151458607297,0.9155384113710369,0.9155384113710369,0.9154106393533336
500,5,2,10,log2,58271677.53212029,5568.937197847137,7633.588771483586,0.886812379393991,0.886812379393991,0.8866026456759125
500,5,5,1,sqrt,43669535.90591822,4589.664650278506,6608.292964595185,0.9151757582500525,0.9151757582500525,0.9150522587787295
500,5,5,1,log2,57952123.003431775,5549.401042469586,7612.629178111316,0.8874330860269207,0.8874330860269207,0.8872469977231869
500,5,5,2,sqrt,43670447.7509869,4589.679772274411,6608.361956717178,0.9151739870710156,0.9151739870710156,0.9150507762484165
500,5,5,2,log2,57952290.82088979,5549.340937461048,7612.640200409434,0.8874327600562335,0.8874327600562335,0.8872462747919271
500,5,5,10,sqrt,43482833.45905275,4576.885743671989,6594.151458607297,0.9155384113710369,0.9155384113710369,0.9154106393533336
500,5,5,10,log2,58271677.53212029,5568.937197847137,7633.588771483586,0.886812379393991,0.886812379393991,0.8866026456759125
500,5,20,1,sqrt,43389092.06803698,4570.302391645674,6587.039704452751,0.9157204957978242,0.9157204957978242,0.9155973508187853
500,5,20,1,log2,58284170.44735877,5569.99959144397,7634.407013472544,0.8867881130023207,0.8867881130023207,0.8865817878674035
500,5,20,2,sqrt,43389833.67448499,4570.314004107323,6587.095997060084,0.9157190552923706,0.9157190552923706,0.915595961014186
500,5,20,2,log2,58285379.65810274,5570.000813502637,7634.48620786643,0.8867857642165519,0.8867857642165519,0.8865803074139349
500,5,20,10,sqrt,43482833.45905275,4576.885743671989,6594.151458607297,0.9155384113710369,0.9155384113710369,0.9154106393533336
500,5,20,10,log2,58271677.53212029,5568.937197847137,7633.588771483586,0.886812379393991,0.886812379393991,0.8866026456759125
500,10,2,1,sqrt,22494317.168516967,2854.609112996459,4742.817429389093,0.9563067626454054,0.9563067626454054,0.9565510618789954
500,10,2,1,log2,24196682.733732074,3068.6898271329233,4919.012373813678,0.9530000669076331,0.9530000669076331,0.9531453113839536
500,10,2,2,sqrt,22490763.07884084,2847.5885649363486,4742.442733322232,0.9563136661527506,0.9563136661527506,0.9564802409292321
500,10,2,2,log2,24190575.63992349,3073.15348900884,4918.3915704144065,0.9530119294014944,0.9530119294014944,0.9531637340037205
500,10,2,10,sqrt,22783281.90461173,2873.0871130172295,4773.18362360089,0.9557454740005129,0.9557454740005129,0.9558261859189636
500,10,2,10,log2,24126128.231221516,3044.7255701415206,4911.835525668741,0.9531371128380134,0.9531371128380134,0.9531569297280045
500,10,5,1,sqrt,22373792.499908447,2834.2330855390765,4730.094343658321,0.95654087123884,0.95654087123884,0.9567731708489531
500,10,5,1,log2,24343333.075277187,3078.6631090210108,4933.896338116275,0.9527152114868946,0.9527152114868946,0.9529315845137032
500,10,5,2,sqrt,22437024.851471715,2839.666944108114,4736.773675348202,0.9564180479441988,0.9564180479441988,0.9566224416149448
500,10,5,2,log2,24245008.441146106,3058.7687090305617,4923.922058800901,0.9529061984612806,0.9529061984612806,0.9531040497190066
500,10,5,10,sqrt,22783281.90461173,2873.0871130172295,4773.18362360089,0.9557454740005129,0.9557454740005129,0.9558261859189636
500,10,5,10,log2,24126128.231221516,3044.7255701415206,4911.835525668741,0.9531371128380134,0.9531371128380134,0.9531569297280045
500,10,20,1,sqrt,22637419.7378815,2873.2887336600634,4757.8797523562425,0.9560287984608313,0.9560287984608313,0.9561906520822598
500,10,20,1,log2,24572048.431840878,3117.6800459867613,4957.020116142447,0.9522709519752094,0.9522709519752094,0.9524276198203528
500,10,20,2,sqrt,22612907.8318266,2866.86228032331,4755.3031272282315,0.956076410687566,0.956076410687566,0.9562414404920292
500,10,20,2,log2,24362943.044765513,3095.6011025554217,4935.883208177186,0.9526771208418241,0.9526771208418241,0.9527978332291577
500,10,20,10,sqrt,22783281.90461173,2873.0871130172295,4773.18362360089,0.9557454740005129,0.9557454740005129,0.9558261859189636
500,10,20,10,log2,24126128.231221516,3044.7255701415206,4911.835525668741,0.9531371128380134,0.9531371128380134,0.9531569297280045
500,20,2,1,sqrt,8536558.42102229,1450.4905284576655,2921.7389378625685,0.9834184843004202,0.9834184843004202,0.9910108259533392
500,20,2,1,log2,8698579.188658562,1474.2102842587715,2949.3353808372763,0.983103773175665,0.983103773175665,0.9905819485163279
500,20,2,2,sqrt,8739301.99964441,1496.8315751223863,2956.2310463907265,0.9830246726885143,0.9830246726885143,0.9879485445551676
500,20,2,2,log2,8918553.98743122,1527.5876466611228,2986.394814392635,0.9826764914305558,0.9826764914305558,0.9874905225251998
500,20,2,10,sqrt,10664924.566878568,1745.7648864624857,3265.719609347773,0.979284319813821,0.979284319813821,0.9807748348737976
500,20,2,10,log2,11036994.088778343,1798.5909820842076,3322.1971778897087,0.9785616074144631,0.9785616074144631,0.9799792312932988
500,20,5,1,sqrt,8504531.739552636,1459.9304120512802,2916.253030783275,0.9834806933190203,0.9834806933190203,0.9891665935977391
500,20,5,1,log2,8611508.56910145,1481.074336750321,2934.5371984525004,0.9832729002142152,0.9832729002142152,0.9888877767762068
500,20,5,2,sqrt,8731056.447378542,1498.7887367391077,2954.836111762976,0.9830406889502916,0.9830406889502916,0.9877565950046274
500,20,5,2,log2,8962374.713719942,1530.8202137861217,2993.722551226139,0.9825913735147533,0.9825913735147533,0.9872056637232808
500,20,5,10,sqrt,10664924.566878568,1745.7648864624857,3265.719609347773,0.979284319813821,0.979284319813821,0.9807748348737976
500,20,5,10,log2,11036994.088778343,1798.5909820842076,3322.1971778897087,0.9785616074144631,0.9785616074144631,0.9799792312932988
500,20,20,1,sqrt,9107683.682069663,1561.2909078084494,3017.8939149793955,0.9823091235937492,0.9823091235937492,0.9851361694883535
500,20,20,1,log2,9277539.636056155,1588.5914501925965,3045.9053885595586,0.9819791933070007,0.9819791933070007,0.9848022169570689
500,20,20,2,sqrt,9240156.326522749,1577.5959057798661,3039.7625444305268,0.9820518071056017,0.9820518071056017,0.9846825784016708
500,20,20,2,log2,9509617.28748368,1617.9964814998293,3083.766736879377,0.9815284028325642,0.9815284028325642,0.9841088454416571
500,20,20,10,sqrt,10664924.566878568,1745.7648864624857,3265.719609347773,0.979284319813821,0.979284319813821,0.9807748348737976
500,20,20,10,log2,11036994.088778343,1798.5909820842076,3322.1971778897087,0.9785616074144631,0.9785616074144631,0.9799792312932988
