n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,mse,mae,rmse,r2,test_score,train_score
200,,5,2,sqrt,6011658.664916556,1036.889068588837,2451.868402854557,0.9883228805314155,0.9883228805314155,0.9942428097558857
200,,5,2,log2,6011658.664916556,1036.889068588837,2451.868402854557,0.9883228805314155,0.9883228805314155,0.9942428097558857
200,,5,10,sqrt,7096854.570871183,1293.640553322814,2663.992224251261,0.9862149827037155,0.9862149827037155,0.9878520886732726
200,,5,10,log2,7096854.570871183,1293.640553322814,2663.992224251261,0.9862149827037155,0.9862149827037155,0.9878520886732726
200,,20,1,sqrt,6210375.996128883,1138.2368487096319,2492.0625987580815,0.9879368895518233,0.9879368895518233,0.990750370254425
200,,20,1,log2,6210375.996128883,1138.2368487096319,2492.0625987580815,0.9879368895518233,0.9879368895518233,0.990750370254425
200,,20,2,sqrt,6284260.646345564,1149.8209844836001,2506.842764583683,0.9877933751017249,0.9877933751017249,0.9904437639325441
200,,20,2,log2,6284260.646345564,1149.8209844836001,2506.842764583683,0.9877933751017249,0.9877933751017249,0.9904437639325441
200,,20,10,sqrt,7096854.570871183,1293.640553322814,2663.992224251261,0.9862149827037155,0.9862149827037155,0.9878520886732726
200,,20,10,log2,7096854.570871183,1293.640553322814,2663.992224251261,0.9862149827037155,0.9862149827037155,0.9878520886732726
200,5,2,1,sqrt,40424360.450443275,4384.251948152043,6358.015449056669,0.9214792268270771,0.9214792268270771,0.9210341148985824
200,5,2,1,log2,40424360.450443275,4384.251948152043,6358.015449056669,0.9214792268270771,0.9214792268270771,0.9210341148985824
200,5,2,2,sqrt,40424350.16830066,4384.251464670834,6358.014640459761,0.9214792467992369,0.9214792467992369,0.921034117609344
200,5,2,2,log2,40424350.16830066,4384.251464670834,6358.014640459761,0.9214792467992369,0.9214792467992369,0.921034117609344
200,5,2,10,sqrt,40411891.64728799,4383.9546805276095,6357.034815642273,0.9215034463831414,0.9215034463831414,0.9210612733428063
200,5,2,10,log2,40411891.64728799,4383.9546805276095,6357.034815642273,0.9215034463831414,0.9215034463831414,0.9210612733428063
200,5,5,1,sqrt,40424360.450443275,4384.251948152043,6358.015449056669,0.9214792268270771,0.9214792268270771,0.9210341148985824
200,5,5,1,log2,40424360.450443275,4384.251948152043,6358.015449056669,0.9214792268270771,0.9214792268270771,0.9210341148985824
200,5,5,2,sqrt,40424350.16830066,4384.251464670834,6358.014640459761,0.9214792467992369,0.9214792467992369,0.921034117609344
200,5,5,2,log2,40424350.16830066,4384.251464670834,6358.014640459761,0.9214792467992369,0.9214792467992369,0.921034117609344
200,5,5,10,sqrt,40411891.64728799,4383.9546805276095,6357.034815642273,0.9215034463831414,0.9215034463831414,0.9210612733428063
200,5,5,10,log2,40411891.64728799,4383.9546805276095,6357.034815642273,0.9215034463831414,0.9215034463831414,0.9210612733428063
200,5,20,1,sqrt,40482605.16798601,4387.67333002009,6362.594216825871,0.9213660915738848,0.9213660915738848,0.9209180159157839
200,5,20,1,log2,40482605.16798601,4387.67333002009,6362.594216825871,0.9213660915738848,0.9213660915738848,0.9209180159157839
200,5,20,2,sqrt,40482597.19317612,4387.673311247063,6362.593590131002,0.9213661070642534,0.9213661070642534,0.9209180226464777
200,5,20,2,log2,40482597.19317612,4387.673311247063,6362.593590131002,0.9213661070642534,0.9213661070642534,0.9209180226464777
200,5,20,10,sqrt,40411891.64728799,4383.9546805276095,6357.034815642273,0.9215034463831414,0.9215034463831414,0.9210612733428063
200,5,20,10,log2,40411891.64728799,4383.9546805276095,6357.034815642273,0.9215034463831414,0.9215034463831414,0.9210612733428063
200,10,2,1,sqrt,17494754.8776356,2445.4071778895136,4182.6731736576785,0.9660179737129855,0.9660179737129855,0.966344533485007
200,10,2,1,log2,17494754.8776356,2445.4071778895136,4182.6731736576785,0.9660179737129855,0.9660179737129855,0.966344533485007
200,10,2,2,sqrt,17484934.090696376,2443.4002830081195,4181.499024356741,0.9660370497298981,0.9660370497298981,0.9663752217837607
200,10,2,2,log2,17484934.090696376,2443.4002830081195,4181.499024356741,0.9660370497298981,0.9660370497298981,0.9663752217837607
200,10,2,10,sqrt,17528105.79292529,2454.8013027493557,4186.6580697407435,0.9659531924863838,0.9659531924863838,0.9660700108322539
200,10,2,10,log2,17528105.79292529,2454.8013027493557,4186.6580697407435,0.9659531924863838,0.9659531924863838,0.9660700108322539
200,10,5,1,sqrt,17387420.689344145,2445.4914988395835,4169.822620849015,0.9662264609557921,0.9662264609557921,0.9665215445180056
200,10,5,1,log2,17387420.689344145,2445.4914988395835,4169.822620849015,0.9662264609557921,0.9662264609557921,0.9665215445180056
200,10,5,2,sqrt,17326217.900511272,2436.7191841881863,4162.477375375303,0.9663453420029119,0.9663453420029119,0.9666604913106884
200,10,5,2,log2,17326217.900511272,2436.7191841881863,4162.477375375303,0.9663453420029119,0.9663453420029119,0.9666604913106884
200,10,5,10,sqrt,17528105.79292529,2454.8013027493557,4186.6580697407435,0.9659531924863838,0.9659531924863838,0.9660700108322539
200,10,5,10,log2,17528105.79292529,2454.8013027493557,4186.6580697407435,0.9659531924863838,0.9659531924863838,0.9660700108322539
200,10,20,1,sqrt,17522742.03889531,2457.2478538904493,4186.017443692192,0.9659636111079488,0.9659636111079488,0.9661939563160724
200,10,20,1,log2,17522742.03889531,2457.2478538904493,4186.017443692192,0.9659636111079488,0.9659636111079488,0.9661939563160724
200,10,20,2,sqrt,17394031.48855238,2426.387182768631,4170.615241010897,0.9662136200583892,0.9662136200583892,0.9664664058466779
200,10,20,2,log2,17394031.48855238,2426.387182768631,4170.615241010897,0.9662136200583892,0.9662136200583892,0.9664664058466779
200,10,20,10,sqrt,17528105.79292529,2454.8013027493557,4186.6580697407435,0.9659531924863838,0.9659531924863838,0.9660700108322539
200,10,20,10,log2,17528105.79292529,2454.8013027493557,4186.6580697407435,0.9659531924863838,0.9659531924863838,0.9660700108322539
200,20,2,1,sqrt,6096677.860238558,1096.9586915161206,2469.145167915114,0.9881577382044414,0.9881577382044414,0.9956792804951716
200,20,2,1,log2,6096677.860238558,1096.9586915161206,2469.145167915114,0.9881577382044414,0.9881577382044414,0.9956792804951716
200,20,2,2,sqrt,6173370.688726493,1134.183449446825,2484.6268711270295,0.9880087691144525,0.9880087691144525,0.993069768252858
200,20,2,2,log2,6173370.688726493,1134.183449446825,2484.6268711270295,0.9880087691144525,0.9880087691144525,0.993069768252858
200,20,2,10,sqrt,7333275.928130021,1342.0270728843548,2708.002202386479,0.9857557549618366,0.9857557549618366,0.9873065437007316
200,20,2,10,log2,7333275.928130021,1342.0270728843548,2708.002202386479,0.9857557549618366,0.9857557549618366,0.9873065437007316
200,20,5,1,sqrt,6084266.229463274,1116.645536825735,2466.630541743792,0.9881818467081741,0.9881818467081741,0.9938524013153208
200,20,5,1,log2,6084266.229463274,1116.645536825735,2466.630541743792,0.9881818467081741,0.9881818467081741,0.9938524013153208
200,20,5,2,sqrt,6178675.573413317,1137.166625149119,2485.6941834049735,0.987998464841421,0.987998464841421,0.9928168921916862
200,20,5,2,log2,6178675.573413317,1137.166625149119,2485.6941834049735,0.987998464841421,0.987998464841421,0.9928168921916862
200,20,5,10,sqrt,7333275.928130021,1342.0270728843548,2708.002202386479,0.9857557549618366,0.9857557549618366,0.9873065437007316
200,20,5,10,log2,7333275.928130021,1342.0270728843548,2708.002202386479,0.9857557549618366,0.9857557549618366,0.9873065437007316
200,20,20,1,sqrt,6427803.748675847,1207.5179021142246,2535.3113711486894,0.9875145552205191,0.9875145552205191,0.9900597465850833
200,20,20,1,log2,6427803.748675847,1207.5179021142246,2535.3113711486894,0.9875145552205191,0.9875145552205191,0.9900597465850833
200,20,20,2,sqrt,6540229.722871161,1217.8604899089398,2557.3872844900047,0.9872961776303688,0.9872961776303688,0.9897258329951971
200,20,20,2,log2,6540229.722871161,1217.8604899089398,2557.3872844900047,0.9872961776303688,0.9872961776303688,0.9897258329951971
200,20,20,10,sqrt,7333275.928130021,1342.0270728843548,2708.002202386479,0.9857557549618366,0.9857557549618366,0.9873065437007316
200,20,20,10,log2,7333275.928130021,1342.0270728843548,2708.002202386479,0.9857557549618366,0.9857557549618366,0.9873065437007316
